0 0 0 0 0 0
3.1416 0 0 3.1416 0 0
6.2831 0 0 6.2831 0 0
9.4246 0 0 9.4246 0 0
12.566 0 0 12.566 0 0
15.707 0 0 15.707 0 0
18.848 0 0 18.848 0 0
21.989 0 0 21.989 0 0
25.13 0 0 25.13 0 0
28.271 0 0 28.271 0 0
31.411 0 0 31.411 0 0
34.551 0 0 34.551 0 0
37.69 0 0 37.69 0 0
40.829 0 0 40.829 0 0
43.968 0 0 43.968 0 0
47.106 0 0 47.106 0 0
50.244 0 0 50.244 0 0
53.382 0 0 53.382 0 0
56.519 0 0 56.519 0 0
59.655 0 0 59.655 0 0
62.791 0 0 62.791 0 0
65.926 0 0 65.926 0 0
69.06 0 0 69.06 0 0
72.194 0 0 72.194 0 0
75.327 0 0 75.327 0 0
78.459 0 0 78.459 0 0
81.591 0 0 81.591 0 0
84.721 0 0 84.721 0 0
87.851 0 0 87.851 0 0
90.98 0 0 90.98 0 0
94.108 0 0 94.108 0 0
97.235 0 0 97.235 0 0
100.36 0 0 100.36 0 0
103.49 0 0 103.49 0 0
106.61 0 0 106.61 0 0
109.73 0 0 109.73 0 0
112.86 0 0 112.86 0 0
115.98 0 0 115.98 0 0
119.1 0 0 119.1 0 0
122.22 0 0 122.22 0 0
125.33 0 0 125.33 0 0
128.45 0 0 128.45 0 0
131.56 0 0 131.56 0 0
134.68 0 0 134.68 0 0
137.79 0 0 137.79 0 0
140.9 0 0 140.9 0 0
144.01 0 0 144.01 0 0
147.12 0 0 147.12 0 0
150.23 0 0 150.23 0 0
153.33 0 0 153.33 0 0
156.43 0 0 156.43 0 0
159.54 0 0 159.54 0 0
162.64 0 0 162.64 0 0
165.74 0 0 165.74 0 0
168.83 0 0 168.83 0 0
171.93 0 0 171.93 0 0
175.02 0 0 175.02 0 0
178.12 0 0 178.12 0 0
181.21 0 0 181.21 0 0
184.29 0 0 184.29 0 0
187.38 0 0 187.38 0 0
190.47 0 0 190.47 0 0
193.55 0 0 193.55 0 0
196.63 0 0 196.63 0 0
199.71 0 0 199.71 0 0
202.79 0 0 202.79 0 0
205.86 0 0 205.86 0 0
208.94 0 0 208.94 0 0
212.01 0 0 212.01 0 0
215.08 0 0 215.08 0 0
218.14 0 0 218.14 0 0
221.21 0 0 221.21 0 0
224.27 0 0 224.27 0 0
227.33 0 0 227.33 0 0
230.39 0 0 230.39 0 0
233.45 0 0 233.45 0 0
236.5 0 0 236.5 0 0
239.55 0 0 239.55 0 0
242.6 0 0 242.6 0 0
245.65 0 0 245.65 0 0
248.69 0 0 248.69 0 0
251.73 0 0 251.73 0 0
254.77 0 0 254.77 0 0
257.81 0 0 257.81 0 0
260.84 0 0 260.84 0 0
263.87 0 0 263.87 0 0
266.9 0 0 266.9 0 0
269.93 0 0 269.93 0 0
272.95 0 0 272.95 0 0
275.97 0 0 275.97 0 0
278.99 0 0 278.99 0 0
282.01 0 0 282.01 0 0
285.02 0 0 285.02 0 0
288.03 0 0 288.03 0 0
291.04 0 0 291.04 0 0
294.04 0 0 294.04 0 0
297.04 0 0 297.04 0 0
300.04 0 0 300.04 0 0
303.04 0 0 303.04 0 0
306.03 0 0 306.03 0 0
309.02 0 0 309.02 0 0
312 0 0 312 0 0
314.99 0 0 314.99 0 0
317.97 0 0 317.97 0 0
320.94 0 0 320.94 0 0
323.92 0 0 323.92 0 0
326.89 0 0 326.89 0 0
329.86 0 0 329.86 0 0
332.82 0 0 332.82 0 0
335.78 0 0 335.78 0 0
338.74 0 0 338.74 0 0
341.69 0 0 341.69 0 0
344.64 0 0 344.64 0 0
347.59 0 0 347.59 0 0
350.53 0 0 350.53 0 0
353.47 0 0 353.47 0 0
356.41 0 0 356.41 0 0
359.35 0 0 359.35 0 0
362.28 0 0 362.28 0 0
365.2 0 0 365.2 0 0
368.12 0 0 368.12 0 0
371.04 0 0 371.04 0 0
373.96 0 0 373.96 0 0
376.87 0 0 376.87 0 0
379.78 0 0 379.78 0 0
382.68 0 0 382.68 0 0
385.58 0 0 385.58 0 0
388.48 0 0 388.48 0 0
391.37 0 0 391.37 0 0
394.26 0 0 394.26 0 0
397.15 0 0 397.15 0 0
400.03 0 0 400.03 0 0
402.91 0 0 402.91 0 0
405.78 0 0 405.78 0 0
408.65 0 0 408.65 0 0
411.51 0 0 411.51 0 0
